type,network,block_no,height,blockHash,index,time,txid,fee,confirmations,from,to,nonce,toIsContract,gasPrice,gasLimit,value,gasUsed,callTransfer/0/index,callTransfer/0/fromIsContract,callTransfer/0/toIsContract,callTransfer/0/from,callTransfer/0/to,callTransfer/0/value,callTransfer/0/gasUsed,callTransfer/0/gasLimit,tokenTransfer/0/index,tokenTransfer/0/token,tokenTransfer/0/tokenAddr,tokenTransfer/0/tokenSymbol,tokenTransfer/0/tokenDecimals,tokenTransfer/0/tokenInfo/h,tokenTransfer/0/tokenInfo/f,tokenTransfer/0/tokenInfo/s,tokenTransfer/0/tokenInfo/d,tokenTransfer/0/from,tokenTransfer/0/to,tokenTransfer/0/value,tokenTransfer/1/index,tokenTransfer/1/token,tokenTransfer/1/tokenAddr,tokenTransfer/1/tokenSymbol,tokenTransfer/1/tokenDecimals,tokenTransfer/1/tokenInfo/h,tokenTransfer/1/tokenInfo/f,tokenTransfer/1/tokenInfo/s,tokenTransfer/1/tokenInfo/d,tokenTransfer/1/from,tokenTransfer/1/to,tokenTransfer/1/value,callTransfer/1/index,callTransfer/1/fromIsContract,callTransfer/1/toIsContract,callTransfer/1/from,callTransfer/1/to,callTransfer/1/value,callTransfer/1/gasUsed,callTransfer/1/gasLimit,callTransfer/2/index,callTransfer/2/fromIsContract,callTransfer/2/toIsContract,callTransfer/2/from,callTransfer/2/to,callTransfer/2/value,callTransfer/2/gasUsed,callTransfer/2/gasLimit,tokenTransfer/2/index,tokenTransfer/2/token,tokenTransfer/2/tokenAddr,tokenTransfer/2/tokenSymbol,tokenTransfer/2/tokenDecimals,tokenTransfer/2/tokenInfo/h,tokenTransfer/2/tokenInfo/f,tokenTransfer/2/tokenInfo/s,tokenTransfer/2/tokenInfo/d,tokenTransfer/2/from,tokenTransfer/2/to,tokenTransfer/2/value,tokenTransfer/3/index,tokenTransfer/3/token,tokenTransfer/3/tokenAddr,tokenTransfer/3/tokenSymbol,tokenTransfer/3/tokenDecimals,tokenTransfer/3/tokenInfo/h,tokenTransfer/3/tokenInfo/f,tokenTransfer/3/tokenInfo/s,tokenTransfer/3/tokenInfo/d,tokenTransfer/3/from,tokenTransfer/3/to,tokenTransfer/3/value,tokenTransfer/4/index,tokenTransfer/4/token,tokenTransfer/4/tokenAddr,tokenTransfer/4/tokenSymbol,tokenTransfer/4/tokenDecimals,tokenTransfer/4/tokenInfo/h,tokenTransfer/4/tokenInfo/f,tokenTransfer/4/tokenInfo/s,tokenTransfer/4/tokenInfo/d,tokenTransfer/4/from,tokenTransfer/4/to,tokenTransfer/4/value,tokenTransfer/5/index,tokenTransfer/5/token,tokenTransfer/5/tokenAddr,tokenTransfer/5/tokenSymbol,tokenTransfer/5/tokenDecimals,tokenTransfer/5/tokenInfo/h,tokenTransfer/5/tokenInfo/f,tokenTransfer/5/tokenInfo/s,tokenTransfer/5/tokenInfo/d,tokenTransfer/5/from,tokenTransfer/5/to,tokenTransfer/5/value,tokenTransfer/6/index,tokenTransfer/6/token,tokenTransfer/6/tokenAddr,tokenTransfer/6/tokenSymbol,tokenTransfer/6/tokenDecimals,tokenTransfer/6/tokenInfo/h,tokenTransfer/6/tokenInfo/f,tokenTransfer/6/tokenInfo/s,tokenTransfer/6/tokenInfo/d,tokenTransfer/6/from,tokenTransfer/6/to,tokenTransfer/6/value,tokenTransfer/7/index,tokenTransfer/7/token,tokenTransfer/7/tokenAddr,tokenTransfer/7/tokenSymbol,tokenTransfer/7/tokenDecimals,tokenTransfer/7/tokenInfo/h,tokenTransfer/7/tokenInfo/f,tokenTransfer/7/tokenInfo/s,tokenTransfer/7/tokenInfo/d,tokenTransfer/7/from,tokenTransfer/7/to,tokenTransfer/7/value,tokenTransfer/8/index,tokenTransfer/8/token,tokenTransfer/8/tokenAddr,tokenTransfer/8/tokenSymbol,tokenTransfer/8/tokenDecimals,tokenTransfer/8/tokenInfo/h,tokenTransfer/8/tokenInfo/f,tokenTransfer/8/tokenInfo/s,tokenTransfer/8/tokenInfo/d,tokenTransfer/8/from,tokenTransfer/8/to,tokenTransfer/8/value,tokenTransfer/9/index,tokenTransfer/9/token,tokenTransfer/9/tokenAddr,tokenTransfer/9/tokenSymbol,tokenTransfer/9/tokenDecimals,tokenTransfer/9/tokenInfo/h,tokenTransfer/9/tokenInfo/f,tokenTransfer/9/tokenInfo/s,tokenTransfer/9/tokenInfo/d,tokenTransfer/9/from,tokenTransfer/9/to,tokenTransfer/9/value,tokenTransfer/10/index,tokenTransfer/10/token,tokenTransfer/10/tokenAddr,tokenTransfer/10/tokenSymbol,tokenTransfer/10/tokenDecimals,tokenTransfer/10/tokenInfo/h,tokenTransfer/10/tokenInfo/f,tokenTransfer/10/tokenInfo/s,tokenTransfer/10/tokenInfo/d,tokenTransfer/10/from,tokenTransfer/10/to,tokenTransfer/10/value,tokenTransfer/0/tokenInfo/c,tokenTransfer/0/valueIsNft,tokenTransfer/11/index,tokenTransfer/11/token,tokenTransfer/11/tokenAddr,tokenTransfer/11/tokenSymbol,tokenTransfer/11/tokenDecimals,tokenTransfer/11/tokenInfo/h,tokenTransfer/11/tokenInfo/f,tokenTransfer/11/tokenInfo/s,tokenTransfer/11/tokenInfo/d,tokenTransfer/11/from,tokenTransfer/11/to,tokenTransfer/11/value,tokenTransfer/12/index,tokenTransfer/12/token,tokenTransfer/12/tokenAddr,tokenTransfer/12/tokenSymbol,tokenTransfer/12/tokenDecimals,tokenTransfer/12/tokenInfo/h,tokenTransfer/12/tokenInfo/f,tokenTransfer/12/tokenInfo/s,tokenTransfer/12/tokenInfo/d,tokenTransfer/12/from,tokenTransfer/12/to,tokenTransfer/12/value,tokenTransfer/13/index,tokenTransfer/13/token,tokenTransfer/13/tokenAddr,tokenTransfer/13/tokenSymbol,tokenTransfer/13/tokenDecimals,tokenTransfer/13/tokenInfo/h,tokenTransfer/13/tokenInfo/f,tokenTransfer/13/tokenInfo/s,tokenTransfer/13/tokenInfo/d,tokenTransfer/13/from,tokenTransfer/13/to,tokenTransfer/13/value,tokenTransfer/14/index,tokenTransfer/14/token,tokenTransfer/14/tokenAddr,tokenTransfer/14/tokenSymbol,tokenTransfer/14/tokenDecimals,tokenTransfer/14/tokenInfo/h,tokenTransfer/14/tokenInfo/f,tokenTransfer/14/tokenInfo/s,tokenTransfer/14/tokenInfo/d,tokenTransfer/14/from,tokenTransfer/14/to,tokenTransfer/14/value,tokenTransfer/15/index,tokenTransfer/15/token,tokenTransfer/15/tokenAddr,tokenTransfer/15/tokenSymbol,tokenTransfer/15/tokenDecimals,tokenTransfer/15/tokenInfo/h,tokenTransfer/15/tokenInfo/f,tokenTransfer/15/tokenInfo/s,tokenTransfer/15/tokenInfo/d,tokenTransfer/15/from,tokenTransfer/15/to,tokenTransfer/15/value,tokenTransfer/16/index,tokenTransfer/16/token,tokenTransfer/16/tokenAddr,tokenTransfer/16/tokenSymbol,tokenTransfer/16/tokenDecimals,tokenTransfer/16/tokenInfo/h,tokenTransfer/16/tokenInfo/f,tokenTransfer/16/tokenInfo/s,tokenTransfer/16/tokenInfo/d,tokenTransfer/16/from,tokenTransfer/16/to,tokenTransfer/16/value,tokenTransfer/17/index,tokenTransfer/17/token,tokenTransfer/17/tokenAddr,tokenTransfer/17/tokenSymbol,tokenTransfer/17/tokenDecimals,tokenTransfer/17/tokenInfo/h,tokenTransfer/17/tokenInfo/f,tokenTransfer/17/tokenInfo/s,tokenTransfer/17/tokenInfo/d,tokenTransfer/17/from,tokenTransfer/17/to,tokenTransfer/17/value
tx,ETH,12990979,12990979,0xd6af15e67b8177bad273761c6c5dc7264a7895916a6f7cdd2717279ce70aafe4,0,1628512715,0x214c2dd9e67224e38022d007907b245c3ecf30c20003d11037c7e9fe9cb21409,0.011483950531749102,334,0x4f52b520ce7b75ce0f39247f4da5342bcf2a3214,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,17271,1,56720390247,382000,2.04,202466,0,1,1,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2.04,23974,335545,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,18,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0xa30911e072a0c88d55b5d0a0984b66b0d04569d0,2040000000000000000,0,0x56d811088235f11c8920698a204a5010a788f4b3,0x56d811088235f11c8920698a204a5010a788f4b3,BZRX,18,0x56d811088235f11c8920698a204a5010a788f4b3,bZx Protocol Token,BZRX,18,0xa30911e072a0c88d55b5d0a0984b66b0d04569d0,0x960e018de0656ae472527241b25145f0695e0eb0,19355828214297498242302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990979,12990979,0xd6af15e67b8177bad273761c6c5dc7264a7895916a6f7cdd2717279ce70aafe4,1,1628512715,0xbb3209a83ded3cbf6115653e9e30d35edc375192892cb9151f686d3a63275831,0.003622118818750952,334,0x7c4dfe63cd6b44e17d90eccbe382c10f3b6c5abd,0xa3b0e79935815730d942a444a84d4bd14a339553,20952,1,31228392754,300000,0,115988,,,,,,,,,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,18,0xa3b0e79935815730d942a444a84d4bd14a339553,0xb13201b48b1e61593df055576964d0b3aab66ea3,4580406059160600746,1,0x6dea81c8171d0ba574754ef6f8b412f2ed88c54d,0x6dea81c8171d0ba574754ef6f8b412f2ed88c54d,LQTY,18,0x6dea81c8171d0ba574754ef6f8b412f2ed88c54d,LQTY,LQTY,18,0xb13201b48b1e61593df055576964d0b3aab66ea3,0xa3b0e79935815730d942a444a84d4bd14a339553,1566379933295332931560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990979,12990979,0xd6af15e67b8177bad273761c6c5dc7264a7895916a6f7cdd2717279ce70aafe4,10,1628512715,0xf7de8683ce3a2456376c3dfffeb0b51a79bbe9f604aea8df27f2f4fcec341bb4,0.0050956113907193,334,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xfc05987bd2be489accf0f509e44b0145d68240f7,1082498,1,145805522225,90000,0,34948,,,,,,,,,10,0xfc05987bd2be489accf0f509e44b0145d68240f7,0xfc05987bd2be489accf0f509e44b0145d68240f7,ESS,18,0xfc05987bd2be489accf0f509e44b0145d68240f7,ESSENTIA,ESS,18,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xdf3bd504cb681e635d983caadc9a53e365a71112,1417399627000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990979,12990979,0xd6af15e67b8177bad273761c6c5dc7264a7895916a6f7cdd2717279ce70aafe4,11,1628512715,0xc7fea87187be90e87b5358c28eb0fcef54d9e06cb155260526b52114dbeeecc1,0.001554,334,0x74dec05e5b894b0efec69cdf6316971802a2f9a1,0xde012c29e816db41cad1f2b9e67e4840ea49fa42,294471,,74000000000,45000,0.37691756,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990979,12990979,0xd6af15e67b8177bad273761c6c5dc7264a7895916a6f7cdd2717279ce70aafe4,12,1628512715,0xbb1e26dc1cefb8723fedf341e0851ea16d2f42b562d2882d1dfd90eaec17b8a2,0.001554,334,0x74dec05e5b894b0efec69cdf6316971802a2f9a1,0x00696953aa34f189e480f8ca76b5e96bfc74194a,294472,,74000000000,45000,0.06873341,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990979,12990979,0xd6af15e67b8177bad273761c6c5dc7264a7895916a6f7cdd2717279ce70aafe4,13,1628512715,0x12734707fb06a342180a05396067dea5d8a82a3fb3ec83cab0f7b2495e1657ed,0.001541349919368,334,0x5bcbdfb6cc624b959c39a2d16110d1f2d9204f72,0x81c384f09e587a791d13fc1a31f17875d32d6682,113911,,73397615208,100000,0.1048,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990979,12990979,0xd6af15e67b8177bad273761c6c5dc7264a7895916a6f7cdd2717279ce70aafe4,14,1628512715,0x8a98dcc1ef268dc979dfa13e66d08e8a55f91f88f79a2e5f1cd5a065d2679434,0.00554664,334,0x03cf2fd02edcf3875f7d59328efc87c00f3da244,0x63c880aab2e8aad1a571d38a70a79b6c4729c468,139750,1,66000000000,150000,0,84040,14,1,,0x63c880aab2e8aad1a571d38a70a79b6c4729c468,0xac6576ba350a1751bd35b3f9d2f754815d441a41,0.01483,0,45852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990979,12990979,0xd6af15e67b8177bad273761c6c5dc7264a7895916a6f7cdd2717279ce70aafe4,15,1628512715,0x6700546fcc5e0d25cebea934afc13cd9633fc2393850c0d1c9cabcefb71b08d3,0.002277594,334,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0xac51066d7bec65dc4589368da368b212745d63e8,896885,1,66000000000,207128,0,34509,,,,,,,,,15,0xac51066d7bec65dc4589368da368b212745d63e8,0xac51066d7bec65dc4589368da368b212745d63e8,ALICE,6,0xac51066d7bec65dc4589368da368b212745d63e8,ALICE,ALICE,6,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0x7aac728a304478a145048ffcce2a9ccca78cd67d,90412590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990979,12990979,0xd6af15e67b8177bad273761c6c5dc7264a7895916a6f7cdd2717279ce70aafe4,16,1628512715,0xa7c8f0bf0c42f1d9845c2aaf5e50427bfa9047b274618ba4e98dbb9c4849db80,0.0020899608,334,0x50fc393498372ee47a9f95d07fe769ddb5fa04df,0x460d939a3359c2f8bcd28c25270ad0796c394ba4,42,1,60400000000,41853,0.1733,34602,16,1,,0x460d939a3359c2f8bcd28c25270ad0796c394ba4,0xa910f92acdaf488fa6ef02174fb86208ad7722ba,0.1733,0,9183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx,ETH,12990979,12990979,0xd6af15e67b8177bad273761c6c5dc7264a7895916a6f7cdd2717279ce70aafe4,17,1628512715,0x435be7c4175b97965b680166ecc7de030ce0b933e49239006d72b5f4665f4e9c,0.00126,334,0xf60c2ea62edbfe808163751dd0d8693dcb30019c,0x3065edd07a899ee742a1eabe2777fc731c433158,484466,,60000000000,207128,0.03875,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
